WEO Subject Code	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2006	2007	2008	2009	2010	2011	2012	2013	Estimates Start After	,,,
,,,
NGDP_RPCH	Peru	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.685	8.857	9.222	7.005	6.500	6.500	6.500	6.500	2007	,
,,,
NGDP_RPCH	St. Kitts and Nevis	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.374	3.114	3.481	2.664	2.269	2.031	2.018	2.028	2007	,
,,,
NGDP_RPCH	St. Lucia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.936	1.683	2.262	3.054	3.518	3.970	4.357	4.445	2007	,
,,,
NGDP_RPCH	St. Vincent and the Grenadines	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.871	6.630	5.006	4.677	4.990	4.611	4.296	4.296	2007	,
,,,
NGDP_RPCH	Suriname	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.849	5.500	6.500	4.800	4.700	4.700	4.800	4.800	2007	,
,,,
NGDP_RPCH	Trinidad and Tobago	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.166	5.484	5.029	4.460	3.815	3.840	3.668	3.705	2006	,
,,,
NGDP_RPCH	Uruguay	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.000	7.400	6.500	5.500	4.500	4.000	4.000	4.000	2007	,
,,,
NGDP_RPCH	Venezuela	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.347	8.400	6.000	1.999	2.000	2.000	2.000	2.000	2007	,
,,,
,,,
,,,
International Monetary Fund, World Economic Outlook Database, October 2008,
