ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2007	2008	2009	2010	2011	2012	2013	2014	Estimates Start After	,,,
,,,
PRY	Paraguay	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.761	5.800	-4.500	3.900	4.700	4.900	5.000	5.500	2008	,
,,,
PER	Peru	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.857	9.837	1.489	5.755	5.479	5.500	5.500	5.500	2008	,
,,,
KNA	St. Kitts and Nevis	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.855	2.352	-2.000	-0.026	1.038	2.000	2.007	2.014	2008	,
,,,
LCA	St. Lucia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.683	0.700	-2.495	-0.369	1.848	3.656	3.900	3.900	2007	,
,,,
VCT	St. Vincent and the Grenadines	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.969	0.865	-1.100	2.100	3.900	4.200	3.800	4.000	2007	,
,,,
SUR	Suriname	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.394	6.000	1.500	3.500	4.500	5.500	7.500	5.500	2008	,
,,,
TTO	Trinidad and Tobago	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.620	2.290	-0.810	1.960	3.040	3.080	3.380	2.410	2008	,
,,,
URY	Uruguay	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.582	8.898	0.600	3.500	3.600	3.800	3.900	3.900	2008	,
,,,
VEN	Venezuela	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.400	4.820	-1.999	-0.407	0.366	0.456	0.457	0.392	2008	,
,,,
,,,
,,,
International Monetary Fund, World Economic Outlook Database, October 2009,
